,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_years,Success_rate,mean_price,host_in_sfo,licensed,top_amenities_count,host_verification_count
5611,0,100,3,f,75.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,1.0,1.0,7,14,7.0,7.0,14.0,14.0,7.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,2,2,0,0,0.0,6.6,0.07499999999999996,350.0,0.0,1.0,2,2
5612,0,100,3,f,75.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,1.0,1.0,7,14,7.0,7.0,14.0,14.0,7.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,2,2,0,0,0.0,6.6,0.05833333333333335,350.0,0.0,1.0,2,2
5613,0,94,100,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,1,1,0,0,0.0,6.8,1.0,100.0,0.0,0.0,1,1
5614,0,100,100,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,1.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,2,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.32,0.7,0.518939393939394,187.1,0.0,0.0,2,1
5615,0,78,89,f,6.0,t,t,Group1,Room in boutique hotel,Private room,4,bath group4,1.0,2.0,1,30,1.0,1.0,99.0,1125.0,1.0,110.8,33,33,7,4.64,4.88,4.85,4.52,4.91,t,6,0,6,0,4.42,2.0,0.09651515151515144,250.8,1.0,0.0,2,2
5616,0,78,89,f,6.0,t,t,Group1,Room in boutique hotel,Private room,4,bath group4,1.0,2.0,1,30,1.0,1.0,99.0,1125.0,1.0,110.8,9,9,0,3.89,4.11,4.22,4.11,4.78,t,6,0,6,0,1.14,2.0,0.4446969696969697,278.9,1.0,0.0,2,2
5617,0,78,89,f,6.0,t,t,Group1,Room in boutique hotel,Private room,2,bath group2,1.0,1.0,1,30,1.0,1.0,99.0,1125.0,1.0,110.8,1,1,0,5.0,5.0,5.0,5.0,5.0,t,6,0,6,0,0.14,2.0,0.30393939393939395,262.7,1.0,0.0,2,2
5618,0,78,89,f,6.0,t,t,Group1,Room in boutique hotel,Private room,2,bath group4,1.0,1.0,1,30,1.0,1.0,99.0,1125.0,1.0,110.8,0,0,0,0.0,0.0,0.0,0.0,0.0,t,6,0,6,0,0.0,2.0,0.6401515151515151,410.6,1.0,0.0,2,2
5619,0,90,100,f,0.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,5.0,t,5,5,0,0,0.14,4.7,0.5289393939393939,102.7,1.0,0.0,1,6
5620,0,100,75,f,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,2,2,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.39,6.6,0.725,114.7,1.0,0.0,8,4
5621,1,100,92,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,More than 3,4.0,110,1125,110.0,110.0,1125.0,1125.0,110.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,2,2,0,0,0.0,10.6,0.13212121212121208,508.7,1.0,0.0,2,7
5622,0,100,82,f,4.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,2,2,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.32,9.6,0.475,57.6,1.0,0.0,1,8
5623,0,100,98,t,0.0,t,f,Group1,Entire rental unit,Entire home/apt,6,bath group1,2.0,3.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,2,1,5.0,5.0,5.0,5.0,4.5,f,2,2,0,0,0.54,0.8,0.5940909090909091,197.8,0.0,0.0,3,2
5624,2,100,75,t,2.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.17,7.1,0.7092424242424242,185.1,1.0,0.0,2,4
5625,0,100,100,t,2.0,t,t,Group2,Entire rental unit,Entire home/apt,4,bath group1,1.0,1.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,66,66,9,4.79,4.76,4.98,4.91,4.92,f,2,2,0,0,8.35,7.6,0.6475757575757576,245.0,1.0,0.0,2,5
5626,0,100,40,f,0.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.27,9.1,0.6190909090909091,550.0,1.0,0.0,2,4
5627,0,100,67,f,2.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,2.0,2.0,9,1125,9.0,9.0,1125.0,1125.0,9.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.16,11.1,1.0,350.0,1.0,0.0,2,10
5628,0,100,86,t,0.0,t,t,Group1,other,Entire home/apt,6,bath group1,3.0,4.0,30,1125,1.0,30.0,1125.0,1125.0,13.3,1125.0,29,29,5,4.93,4.93,5.0,4.86,4.93,f,1,1,0,0,3.77,0.7,0.1333333333333333,374.4,0.0,0.0,3,2
5629,0,94,100,f,0.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,8.5,1.0,180.0,0.0,0.0,1,8
5630,1,100,93,t,1.0,t,t,Group1,other,Entire home/apt,2,bath group1,1.0,1.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,32,32,4,4.84,4.91,5.0,4.91,4.97,f,2,2,0,0,4.3,9.6,0.7239393939393939,109.2,1.0,1.0,3,4
5631,0,94,100,t,0.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,7,0,4.86,5.0,4.86,5.0,4.57,t,1,1,0,0,1.12,5.9,0.5709090909090908,250.0,1.0,0.0,4,2
5632,0,100,95,t,0.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,14,14,1,5.0,5.0,4.93,5.0,4.93,f,1,1,0,0,1.8,5.1,0.2833333333333333,139.0,0.0,0.0,3,2
5633,0,94,83,f,0.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,3.0,3,180,3.0,5.0,180.0,180.0,3.1,180.0,3,3,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.52,3.3,0.8916666666666666,361.0,1.0,0.0,4,6
5634,1,100,100,f,6.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,3,1,5.0,5.0,5.0,5.0,4.67,f,5,5,0,0,0.44,8.1,0.733030303030303,93.9,1.0,0.0,2,5
5635,0,100,81,t,0.0,t,t,Group1,Entire townhouse,Entire home/apt,6,bath group1,3.0,3.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,33,33,3,4.97,4.97,5.0,4.94,4.67,f,1,1,0,0,4.42,0.9,0.42181818181818187,415.2,1.0,1.0,3,2
5636,0,100,100,t,0.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,2,1,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.51,2.4,0.44166666666666665,176.1,0.0,0.0,1,4
5637,0,100,97,t,0.0,t,t,Group2,Private room in residential home,Private room,2,bath group2,1.0,1.0,1,5,1.0,1.0,1125.0,1125.0,1.0,1125.0,60,60,6,4.75,4.8,4.83,4.8,4.77,f,1,0,1,0,7.86,5.8,0.3833333333333333,70.0,0.0,0.0,1,3
5638,3,10,33,f,2.0,t,f,Group1,Entire residential home,Entire home/apt,7,bath group1,More than 3,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,3.1,0.0009090909090909705,240.0,0.0,0.0,3,2
5639,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,2,bath group1,1.0,1.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,253,253,41,4.73,4.75,4.82,4.86,4.84,t,11,9,2,0,32.16,0.7,0.008333333333333304,202.3,0.0,0.0,2,2
5640,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,2,bath group1,1.0,1.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,185,185,19,4.79,4.75,4.85,4.84,4.87,t,11,9,2,0,24.34,0.7,0.016666666666666607,251.9,0.0,0.0,2,2
5641,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,4,bath group1,1.0,2.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,31,31,6,4.77,4.87,4.84,4.87,4.97,t,11,9,2,0,4.15,0.7,0.033333333333333326,320.6,0.0,0.0,2,2
5642,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,4,bath group1,1.0,2.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,135,135,27,4.79,4.72,4.91,4.86,4.91,t,11,9,2,0,17.53,0.7,0.1333333333333333,196.2,0.0,0.0,2,2
5643,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,2,bath group1,1.0,1.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,134,134,16,4.48,4.57,4.82,4.7,4.56,t,11,9,2,0,16.82,0.7,0.033333333333333326,214.2,0.0,0.0,2,2
5644,0,100,100,f,11.0,t,t,Group1,Room in boutique hotel,Private room,4,bath group2,1.0,3.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,27,27,3,4.74,4.74,4.85,4.81,4.93,t,11,9,2,0,3.42,0.7,0.13681818181818184,258.8,0.0,0.0,2,2
5645,0,100,100,f,11.0,t,t,Group1,Room in boutique hotel,Private room,4,bath group2,1.0,2.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,57,57,5,4.77,4.72,4.86,4.88,4.82,t,11,9,2,0,6.98,0.7,0.11848484848484853,196.2,0.0,0.0,2,2
5646,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,4,bath group1,2.0,2.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,17,17,1,4.76,4.65,4.88,4.88,4.65,t,11,9,2,0,2.58,0.7,0.14500000000000002,306.5,0.0,0.0,2,2
5647,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,4,bath group1,1.0,1.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,2,2,1,4.5,5.0,5.0,5.0,4.5,t,11,9,2,0,0.27,0.7,0.20893939393939398,333.9,0.0,0.0,2,2
5648,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,4,bath group1,2.0,2.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,154,154,17,4.53,4.66,4.71,4.65,4.65,t,11,9,2,0,19.01,0.7,0.08333333333333326,258.8,0.0,0.0,2,2
5649,0,100,100,f,11.0,t,t,Group1,Room in aparthotel,Entire home/apt,2,bath group1,1.0,1.0,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0,45,45,7,4.44,4.58,4.58,4.64,4.73,t,11,9,2,0,6.46,0.7,0.033333333333333326,252.5,0.0,0.0,2,2
5650,1,100,82,t,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,45,1125,30.0,45.0,1125.0,1125.0,44.3,1125.0,3,3,1,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.49,6.8,0.7166666666666667,154.6,1.0,0.0,2,8
5651,0,100,100,t,0.0,t,f,Group1,Entire residential home,Entire home/apt,8,bath group1,More than 3,4.0,4,29,4.0,4.0,1125.0,1125.0,4.0,1125.0,12,12,4,4.92,4.92,5.0,5.0,4.75,t,1,1,0,0,2.34,0.7,0.2107575757575757,298.7,0.0,0.0,5,2
5652,2,100,90,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,2.0,3.0,7,14,7.0,7.0,14.0,14.0,7.0,14.0,6,6,0,5.0,5.0,5.0,5.0,5.0,f,2,1,1,0,1.02,9.6,0.9265151515151515,333.0,1.0,0.0,2,6
5653,0,100,100,t,0.0,t,f,Group1,Entire guest suite,Entire home/apt,3,bath group1,1.0,2.0,2,1125,2.0,3.0,1125.0,1125.0,2.0,1125.0,18,18,0,5.0,5.0,5.0,5.0,4.89,t,1,1,0,0,2.3,6.2,0.8083333333333333,127.0,1.0,0.0,4,1
5654,0,100,100,f,0.0,t,f,Group1,Private room in residential home,Private room,2,bath group3,1.0,1.0,1,30,1.0,2.0,1125.0,1125.0,1.3,1125.0,16,16,3,4.94,4.81,4.88,4.81,5.0,f,2,0,2,0,3.04,1.7,0.48636363636363644,82.2,1.0,0.0,2,2
5655,0,100,84,f,11.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,1.0,4.0,5.0,4.0,1.0,f,9,9,0,0,0.29,8.4,0.0009090909090909705,140.0,1.0,0.0,2,4
5656,2,70,70,f,404.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,2.0,2.0,30,1125,30.0,90.0,1125.0,1125.0,75.4,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,17,6,11,0,0.0,1.2,0.16636363636363638,266.0,1.0,0.0,1,6
5657,0,100,100,f,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,30,5,4.07,4.3,4.37,4.4,4.53,t,3,0,3,0,3.75,0.7,0.7833333333333333,191.1,0.0,1.0,2,2
5658,1,100,93,t,19.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,1,1,0,5.0,5.0,4.0,5.0,5.0,f,17,17,0,0,0.22,10.1,1.0,179.0,0.0,0.0,3,7
5659,0,100,94,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,28,2,5.0,4.89,5.0,5.0,5.0,f,1,1,0,0,4.22,10.0,0.4440909090909091,169.1,1.0,0.0,3,5
5660,2,80,30,f,0.0,t,f,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,4,1,4.5,4.75,5.0,4.75,4.5,f,2,0,2,0,0.58,0.7,0.5083333333333333,33.0,1.0,0.0,1,2
5661,1,94,96,t,3.0,t,t,Group1,Entire townhouse,Entire home/apt,4,bath group1,3.0,2.0,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,8,0,4.88,4.75,4.75,4.88,5.0,f,2,1,1,0,1.08,9.5,1.0,268.3,0.0,0.0,2,8
5662,0,100,100,f,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,1.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,27,27,1,4.59,4.63,4.7,4.78,4.78,t,3,0,3,0,3.77,0.7,0.1940909090909091,159.3,0.0,1.0,2,2
5663,1,100,92,f,6.0,t,t,Group1,Private room in residential home,Private room,1,bath group4,1.0,1.0,30,300,30.0,30.0,300.0,300.0,30.0,300.0,3,3,1,4.33,3.67,5.0,5.0,4.67,f,6,0,6,0,0.45,5.8,0.5166666666666666,60.0,1.0,0.0,2,8
5664,0,94,100,f,0.0,t,t,Group1,Entire residential home,Entire home/apt,7,bath group1,More than 3,4.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,9.4,0.8572727272727273,500.0,0.0,0.0,4,5
5665,0,100,100,t,4.0,t,t,Group1,Private room in condominium (condo),Private room,3,bath group2,1.0,2.0,1,10,1.0,1.0,1125.0,1125.0,1.0,1125.0,56,56,10,4.96,4.89,4.96,4.96,4.98,t,3,1,2,0,7.37,9.9,0.7462121212121212,134.1,1.0,0.0,2,6
5666,0,100,100,t,4.0,t,t,Group1,other,Entire home/apt,2,bath group1,1.0,1.0,1,10,1.0,1.0,1125.0,1125.0,1.0,1125.0,83,83,8,4.95,4.88,4.99,4.95,4.98,t,3,1,2,0,11.42,9.9,0.6051515151515152,148.7,1.0,1.0,2,6
5667,0,100,86,t,1.0,t,t,Group1,Entire loft,Entire home/apt,2,bath group1,1.0,1.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,4,0,5.0,5.0,5.0,5.0,4.75,t,1,1,0,0,0.63,5.4,0.726969696969697,290.0,1.0,0.0,2,6
5668,0,90,100,f,0.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,3.0,3.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.55,5.6,0.2024242424242424,232.1,1.0,0.0,2,6
5669,0,100,98,f,1.0,t,f,Group1,Private room in residential home,Private room,1,bath group3,1.0,1.0,1,25,1.0,1.0,1125.0,1125.0,1.0,1125.0,12,12,0,4.58,4.67,4.67,4.67,4.33,t,3,0,3,0,1.63,3.5,0.2583333333333333,63.2,1.0,1.0,3,2
5670,0,100,100,f,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,1.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,27,27,1,4.41,4.41,4.74,4.63,4.85,t,3,0,3,0,3.52,0.7,0.8583333333333334,159.3,0.0,1.0,2,2
5671,0,100,98,f,1.0,t,f,Group1,Private room in residential home,Private room,1,bath group3,1.0,1.0,1,25,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,23,0,4.78,4.83,4.83,4.78,4.74,t,3,0,3,0,3.0,3.5,0.2583333333333333,58.0,1.0,1.0,4,2
5672,2,80,73,f,0.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,5,29,5.0,5.0,1125.0,1125.0,5.0,1125.0,1,1,1,4.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.0,0.7,0.575,121.8,0.0,0.0,2,2
5673,0,100,71,f,25.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,22,22,0,0,0.0,10.3,1.0,240.0,0.0,0.0,3,7
5674,1,100,63,t,0.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,2,0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.45,10.6,0.44999999999999996,185.0,1.0,0.0,2,9
5675,1,100,100,f,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,3,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,1,0,5.0,5.0,5.0,3.0,5.0,f,1,1,0,0,0.54,8.5,0.7715151515151515,134.2,1.0,0.0,3,5
5676,0,100,100,t,2.0,t,t,Group1,Private room in guest suite,Private room,2,bath group2,1.0,1.0,30,60,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,2,0,2,0,0.0,6.2,0.8865151515151515,85.0,1.0,0.0,3,5
5677,2,70,70,f,404.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group4,3.0,2.0,30,1125,30.0,91.0,1125.0,1125.0,85.5,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,17,6,11,0,0.0,1.2,1.0,513.0,1.0,0.0,1,6
5678,0,100,73,t,3.0,t,t,Group1,Private room in rental unit,Private room,1,bath group2,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,3,2,1,0,0.0,3.6,0.8245454545454546,80.0,0.0,0.0,3,2
5679,0,100,100,f,0.0,t,f,Group1,Private room in residential home,Private room,3,bath group2,1.0,2.0,1,29,1.0,1.0,29.0,29.0,1.0,29.0,1,1,1,5.0,5.0,5.0,5.0,5.0,t,1,0,1,0,1.0,2.0,0.017575757575757578,96.0,0.0,0.0,3,2
5680,0,100,94,f,0.0,t,f,Group1,Entire guest suite,Entire home/apt,6,bath group1,3.0,4.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,20,20,3,4.2,4.3,4.65,4.45,4.35,f,1,1,0,0,2.63,3.6,0.4857575757575757,251.5,0.0,1.0,2,2
5681,0,100,97,f,0.0,t,t,Group1,other,Entire home/apt,2,bath group1,1.0,2.0,1,1125,1.0,3.0,2.0,1125.0,1.0,1101.8,40,40,0,5.0,4.9,4.98,4.98,4.93,f,1,1,0,0,5.36,8.9,0.531969696969697,172.4,1.0,0.0,2,6
5682,1,100,63,t,0.0,t,t,Group1,Private room in condominium (condo),Private room,1,bath group1,1.0,1.0,30,85,30.0,30.0,85.0,85.0,30.0,85.0,3,3,0,5.0,4.33,5.0,5.0,5.0,f,1,0,1,0,0.59,0.6,0.29954545454545456,60.0,0.0,0.0,1,2
5683,0,100,91,f,2.0,t,t,Group1,Entire residential home,Entire home/apt,5,bath group1,3.0,8.0,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,3,3,0,0,0.0,4.0,1.0,248.0,1.0,0.0,3,6
5684,0,100,95,t,0.0,t,t,Group1,Entire condominium (condo),Entire home/apt,7,bath group1,3.0,5.0,4,23,4.0,6.0,1125.0,1125.0,4.8,1125.0,22,22,4,5.0,5.0,5.0,5.0,4.86,f,1,1,0,0,3.61,6.2,0.13136363636363635,480.8,1.0,0.0,7,5
5685,1,100,69,t,3.0,t,t,Group2,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,5.0,f,3,3,0,0,0.24,9.9,0.9418181818181818,136.2,1.0,0.0,6,9
5686,0,100,100,f,0.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,4.0,5.0,5.0,5.0,t,1,1,0,0,0.25,10.4,0.42500000000000004,180.0,0.0,0.0,6,4
5687,0,100,100,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,15,15,0,4.33,4.6,4.87,4.8,4.53,t,1,1,0,0,2.16,5.3,0.0,125.2,0.0,0.0,2,7
5688,0,100,100,f,0.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,3.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,0,5.0,5.0,5.0,5.0,4.0,t,1,1,0,0,0.44,9.1,0.7718181818181818,251.1,1.0,0.0,5,4
5689,1,100,65,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,4.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,11,3,5.0,5.0,5.0,5.0,4.91,f,1,1,0,0,1.93,9.7,0.9645454545454546,495.0,1.0,0.0,4,5
5690,3,0,50,f,1.0,t,t,Group1,Private room in rental unit,Private room,2,bath group2,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,0.6,0.0009090909090909705,130.0,0.0,0.0,2,1
5691,0,94,84,f,1.0,t,t,Group1,Entire guest suite,Entire home/apt,4,bath group1,2.0,2.0,3,26,3.0,3.0,24.0,26.0,3.0,25.8,23,23,2,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,4.54,6.6,0.3666666666666667,205.8,1.0,0.0,4,7
5692,0,94,75,f,75.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,56,0,56,0,0.0,2.6,0.008333333333333304,50.0,1.0,0.0,2,6
5693,0,100,92,t,0.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,2.0,2.0,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,14,0,4.86,5.0,5.0,4.93,4.79,f,1,1,0,0,2.08,0.6,0.6371212121212122,213.8,0.0,0.0,3,2
5694,0,94,75,f,75.0,t,t,Group1,Private room in rental unit,Private room,1,bath group3,1.0,3.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,56,0,56,0,0.0,2.6,0.008333333333333304,47.0,1.0,0.0,2,6
5695,0,94,75,f,75.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,1,1,0,1.0,1.0,1.0,1.0,3.0,f,56,0,56,0,0.26,2.6,0.008333333333333304,60.0,1.0,0.0,2,6
5696,0,100,100,t,0.0,t,t,Group1,Entire condominium (condo),Entire home/apt,8,bath group1,More than 3,4.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,34,34,3,4.91,4.79,5.0,4.97,5.0,t,1,1,0,0,4.93,6.5,0.5666666666666667,393.6,1.0,0.0,2,5
5697,1,100,71,f,27.0,t,t,Group1,Entire condominium (condo),Entire home/apt,5,bath group1,3.0,3.0,3,120,3.0,3.0,120.0,120.0,3.0,120.0,7,7,3,5.0,5.0,5.0,5.0,5.0,f,27,27,0,0,1.52,12.3,0.7654545454545454,693.1,1.0,0.0,4,6
5698,0,100,100,t,0.0,t,t,Group1,Entire residential home,Entire home/apt,5,bath group3,More than 3,5.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0.0,0.0,0.0,0.0,0.0,f,4,3,1,0,0.0,5.9,0.18575757575757568,345.1,0.0,0.0,1,7
5699,0,100,95,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,20,20,2,4.85,5.0,5.0,4.9,4.95,t,1,1,0,0,2.84,7.5,0.775,360.6,1.0,0.0,3,9
