,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_years,Success_rate,mean_price,host_in_sfo,licensed,top_amenities_count,host_verification_count
0,0,100,98,t,1.0,t,t,Group1,Entire serviced apartment,Entire home/apt,3,bath group1,1.0,2.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,315,42,0,4.87,4.95,4.95,4.9,4.98,f,1,1,0,0,2.08,13.4,0.713030303030303,172.2,1.0,0.0,3,5
1,2,100,71,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,5,bath group1,2.0,3.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,111,0,0,4.88,4.87,4.89,4.85,4.77,f,1,1,0,0,0.72,12.9,0.0,235.0,0.0,0.0,2,5
2,0,100,100,f,10.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,32,60,32.0,32.0,60.0,60.0,32.0,60.0,19,0,0,4.2,3.87,4.67,4.6,4.73,f,9,0,9,0,0.13,12.6,0.0,62.1,1.0,0.0,1,5
3,0,100,100,f,10.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,32,90,32.0,32.0,90.0,90.0,32.0,90.0,8,0,0,4.63,4.38,4.75,4.75,4.63,f,9,0,9,0,0.09,12.6,0.0,62.1,1.0,0.0,1,5
4,1,94,0,f,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,7,111,7.0,7.0,111.0,111.0,7.0,111.0,28,0,0,4.87,5.0,4.94,5.0,4.94,f,2,2,0,0,0.19,12.5,0.0,895.0,1.0,1.0,2,4
5,0,94,20,t,2.0,t,t,Group1,Private room in condominium (condo),Private room,3,bath group2,1.0,1.0,13,14,13.0,13.0,14.0,14.0,13.0,14.0,736,1,0,4.91,4.94,4.95,4.96,4.93,f,2,0,2,0,4.86,13.0,0.21909090909090911,190.7,1.0,1.0,3,9
6,2,50,100,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,2.0,3.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,341,4,0,4.79,4.93,4.82,4.77,4.56,f,1,1,0,0,2.27,12.4,0.07499999999999996,150.0,1.0,1.0,3,5
7,1,100,0,f,0.0,t,t,Group2,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,18,0,0,4.93,4.94,4.81,4.94,4.82,f,1,1,0,0,0.15,12.3,0.7890909090909091,120.0,1.0,0.0,3,5
8,1,100,71,f,27.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,3.0,3.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,38,1,0,4.41,4.44,4.84,4.72,4.61,f,27,27,0,0,0.26,12.3,0.0,170.0,1.0,0.0,2,6
9,1,100,71,f,27.0,t,t,Group1,Entire rental unit,Entire home/apt,5,bath group1,3.0,3.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,15,0,0,4.57,5.0,5.0,4.75,4.83,f,27,27,0,0,0.13,12.3,0.9945454545454545,166.0,1.0,0.0,3,6
10,1,100,71,f,27.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,20,0,0,4.6,4.65,4.85,4.85,4.8,f,27,27,0,0,0.18,12.3,0.21666666666666667,116.0,1.0,0.0,3,6
11,0,100,100,f,10.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,2.0,32,60,32.0,32.0,60.0,60.0,32.0,60.0,6,0,0,4.0,4.0,4.5,5.0,4.67,f,9,0,9,0,0.05,12.6,0.0,65.0,1.0,0.0,1,5
12,0,100,100,f,10.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,2.0,32,90,32.0,32.0,90.0,90.0,32.0,90.0,5,0,0,3.2,3.0,4.8,4.4,4.6,f,9,0,9,0,0.05,12.6,0.0,71.8,1.0,0.0,1,5
13,0,94,84,f,1.0,t,t,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,3,27,3.0,3.0,27.0,27.0,3.0,27.0,427,0,0,4.92,4.9,4.95,4.96,4.94,t,1,0,1,0,2.93,12.6,0.9583333333333334,79.0,1.0,1.0,2,9
14,0,100,82,t,1.0,t,f,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,66,3,1,4.83,4.83,4.95,4.9,4.88,f,1,1,0,0,0.47,12.0,0.7916666666666666,87.0,1.0,0.0,3,4
15,2,56,22,f,2.0,t,t,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,3,31,3.0,3.0,31.0,31.0,3.0,31.0,414,0,0,4.87,4.94,4.9,4.91,4.89,f,1,0,1,0,3.37,12.0,0.4083333333333333,110.0,1.0,1.0,2,7
16,0,100,100,f,1.0,t,t,Group2,Entire loft,Entire home/apt,2,bath group1,1.0,1.0,30,30,30.0,30.0,30.0,30.0,30.0,30.0,122,3,0,4.87,4.63,4.99,4.97,4.87,t,1,1,0,0,0.86,11.9,0.125,130.0,1.0,0.0,4,5
17,2,100,0,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,1.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,412,0,0,4.88,4.96,4.92,4.95,4.92,f,1,1,0,0,2.93,11.8,0.8281818181818181,155.0,1.0,1.0,3,7
18,1,100,88,t,2.0,t,t,Group1,Private room in rental unit,Private room,2,bath group2,1.0,1.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,314,5,0,4.89,4.87,4.97,4.97,4.83,f,2,1,1,0,2.22,11.8,0.22742424242424242,162.7,1.0,1.0,3,5
19,0,100,100,t,3.0,t,t,Group1,Entire guest suite,Entire home/apt,4,bath group1,1.0,1.0,4,31,4.0,4.0,1125.0,1125.0,4.0,1125.0,361,29,2,4.82,4.91,4.91,4.93,4.9,t,2,2,0,0,2.52,11.8,0.8,189.9,1.0,0.0,3,5
20,1,100,94,t,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,5,45,5.0,5.0,45.0,45.0,5.0,45.0,50,8,0,4.96,5.0,4.98,5.0,4.98,f,1,0,1,0,0.74,11.8,0.016666666666666607,165.0,1.0,1.0,4,6
21,0,94,84,t,1.0,t,f,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,133,0,0,4.98,4.99,4.96,4.98,4.92,f,1,1,0,0,0.94,11.7,0.8572727272727273,119.4,1.0,1.0,4,5
22,0,94,20,t,2.0,t,t,Group1,Private room in condominium (condo),Private room,4,bath group2,1.0,2.0,1,29,1.0,1.0,29.0,29.0,1.0,29.0,26,0,0,4.77,4.88,4.81,4.92,4.88,f,2,0,2,0,0.33,13.0,1.0,252.0,1.0,1.0,3,9
23,0,100,91,t,3.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,2.0,2.0,4,70,4.0,4.0,70.0,70.0,4.0,70.0,17,0,0,4.88,4.94,5.0,5.0,4.59,f,2,1,1,0,0.13,11.7,1.0,164.0,1.0,1.0,2,4
24,0,100,89,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,88,19,1,4.97,4.92,4.99,4.99,4.89,f,1,1,0,0,0.63,11.7,0.1642424242424242,177.3,1.0,1.0,3,4
25,0,94,84,f,1.0,t,f,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,30,30.0,30.0,30.0,30.0,30.0,30.0,94,0,0,4.81,4.96,4.96,4.94,4.48,f,1,1,0,0,0.67,11.6,0.8563636363636363,150.0,1.0,0.0,3,2
26,0,100,93,t,2.0,t,f,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,1.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,641,43,2,4.95,4.93,4.99,4.99,4.87,f,2,2,0,0,4.66,11.6,0.07499999999999996,270.0,1.0,1.0,6,6
27,1,100,70,f,28.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,22,1,0,4.7,4.75,4.85,4.95,4.95,f,17,17,0,0,0.17,11.6,0.0,107.0,1.0,0.0,3,6
28,2,94,0,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,30,30.0,30.0,30.0,30.0,30.0,30.0,22,0,0,4.9,4.82,4.82,4.91,4.86,f,2,2,0,0,0.17,11.5,0.8733333333333333,83.0,1.0,0.0,3,6
29,1,90,99,t,5.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,400,30.0,30.0,400.0,400.0,30.0,400.0,101,4,0,4.63,4.68,4.85,4.83,4.41,f,2,2,0,0,0.73,11.5,0.6333333333333333,108.0,0.0,0.0,3,4
30,1,88,88,f,3.0,t,t,Group1,Entire residential home,Entire home/apt,3,bath group1,1.0,1.0,3,29,3.0,3.0,29.0,29.0,3.0,29.0,62,6,2,4.74,4.38,4.86,4.88,4.93,f,2,2,0,0,0.45,11.5,0.8666666666666667,142.5,1.0,0.0,7,8
31,0,100,100,t,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,279,16,2,4.91,4.84,4.96,4.97,4.85,f,1,0,1,0,2.02,12.2,0.24984848484848488,125.0,1.0,0.0,2,4
32,0,100,86,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,3,bath group1,1.0,1.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,153,3,0,4.47,4.29,4.72,4.56,4.73,t,1,1,0,0,1.11,11.5,0.4916666666666667,125.0,1.0,0.0,3,6
33,0,100,100,t,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,3,bath group1,1.0,2.0,30,730,30.0,30.0,1125.0,1125.0,30.0,1125.0,23,5,0,4.96,4.82,4.95,4.95,4.95,f,1,1,0,0,0.17,12.2,0.4083333333333333,149.0,0.0,0.0,3,6
34,1,100,70,f,28.0,t,t,Group1,Entire guest suite,Entire home/apt,3,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,0,0,4.0,4.0,5.0,4.0,3.5,f,17,17,0,0,0.02,11.6,0.0,150.0,1.0,0.0,3,6
35,1,100,70,f,28.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,0,0,4.4,4.4,4.8,4.8,4.0,f,17,17,0,0,0.04,11.6,0.7572727272727273,120.0,1.0,0.0,3,6
36,0,100,100,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,121,30.0,30.0,1125.0,1125.0,30.0,1125.0,295,5,0,4.84,4.85,4.94,4.94,4.59,f,1,1,0,0,2.13,11.8,0.8078787878787879,95.0,1.0,0.0,2,4
37,0,94,84,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,60,60,60.0,60.0,60.0,60.0,60.0,60.0,3,0,0,5.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.02,11.4,0.21909090909090911,150.0,1.0,0.0,2,5
38,1,88,88,f,3.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,2.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,154,2,0,4.7,4.57,4.8,4.81,4.92,f,2,2,0,0,1.11,11.5,0.9583333333333334,90.4,1.0,0.0,3,8
39,1,100,95,t,9.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,2,0,4.83,4.71,5.0,4.94,4.88,f,9,4,5,0,0.22,11.4,0.054545454545454564,119.0,1.0,0.0,2,5
40,0,94,100,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,31,180,31.0,31.0,1125.0,1125.0,31.0,1125.0,108,0,0,4.88,4.86,4.98,4.99,4.87,t,1,1,0,0,0.79,11.3,0.4622727272727273,125.0,1.0,0.0,2,5
41,1,100,95,t,9.0,t,t,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,166,3,1,4.61,4.41,4.91,4.9,4.83,f,9,4,5,0,1.28,11.4,0.44999999999999996,43.7,1.0,0.0,2,5
42,0,100,91,t,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,3,60,3.0,3.0,60.0,60.0,3.0,60.0,145,0,0,4.89,4.9,4.96,4.95,4.66,f,2,1,1,0,1.06,11.7,0.9954545454545455,95.0,1.0,1.0,2,4
43,0,100,93,f,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,237,4,0,4.77,4.81,4.95,4.97,4.24,f,1,1,0,0,1.73,11.3,0.8262121212121212,130.0,1.0,0.0,2,9
44,1,100,100,f,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,21,2,0,4.24,4.44,4.56,4.35,4.72,f,1,1,0,0,0.16,11.3,0.21666666666666667,145.0,1.0,0.0,2,8
45,1,100,95,t,9.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,46,6,0,4.7,4.52,4.98,4.9,4.9,f,9,4,5,0,0.34,11.4,0.0,97.7,1.0,0.0,2,5
46,0,100,96,t,4.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,13,1,0,4.77,4.83,5.0,5.0,4.75,f,3,3,0,0,0.1,11.2,0.7083333333333333,125.0,1.0,0.0,4,6
47,0,100,96,t,4.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,27,0,0,4.75,4.88,5.0,4.92,4.68,f,3,3,0,0,0.2,11.2,0.4509090909090909,116.0,1.0,0.0,3,6
48,1,100,95,t,9.0,t,t,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,127,0,0,4.65,4.25,4.81,4.8,4.78,f,9,4,5,0,0.93,11.4,0.7790909090909091,47.0,1.0,0.0,2,5
49,1,100,46,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,219,2,0,4.61,4.59,4.88,4.64,4.39,f,1,1,0,0,1.61,11.2,0.09166666666666667,177.8,1.0,0.0,4,6
50,0,94,84,f,2.0,t,t,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,122,0,0,4.71,4.37,4.79,4.78,4.81,t,2,0,2,0,0.94,11.6,0.2583333333333333,99.0,1.0,1.0,3,7
51,0,94,84,t,1.0,t,t,Group1,other,Private room,2,bath group4,1.0,1.0,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,192,0,0,4.9,4.79,4.97,4.98,4.83,t,1,0,1,0,1.49,11.2,0.5022727272727273,150.0,1.0,1.0,2,9
53,0,100,100,t,5.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,4.0,4,60,4.0,4.0,1125.0,1125.0,4.0,1125.0,228,15,0,4.86,4.92,4.91,4.9,4.85,f,1,1,0,0,1.7,11.2,0.6190909090909091,450.0,0.0,1.0,3,4
54,0,100,0,t,2.0,t,t,Group1,Private room in rental unit,Private room,2,bath group2,1.0,1.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,37,0,0,4.86,4.95,4.97,5.0,4.84,f,2,0,2,0,0.44,11.1,1.0,85.0,1.0,1.0,3,7
55,0,100,93,t,2.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,397,36,1,4.68,4.65,4.86,4.79,4.71,f,2,2,0,0,2.95,11.1,0.053636363636363704,162.3,1.0,1.0,2,9
56,1,100,70,t,3.0,t,f,Group1,Private room in rental unit,Private room,2,bath group1,1.0,1.0,30,150,30.0,30.0,150.0,150.0,30.0,150.0,70,2,0,4.97,4.84,4.9,4.94,4.89,f,1,0,1,0,0.55,11.3,0.042727272727272725,105.0,1.0,0.0,4,4
57,1,100,75,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,360,30.0,30.0,360.0,360.0,30.0,360.0,100,2,0,4.18,4.34,4.82,4.71,4.35,f,2,2,0,0,0.79,12.2,0.0,90.0,1.0,0.0,2,8
58,0,100,100,f,5.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,43,3,1,4.83,4.79,4.95,4.92,4.84,f,1,1,0,0,0.33,11.0,0.7083333333333333,326.0,0.0,0.0,2,8
59,1,100,100,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,4.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,58,5,0,4.91,4.79,4.93,4.98,4.89,f,1,1,0,0,0.45,11.0,0.575,90.0,1.0,0.0,2,5
60,1,100,70,f,28.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,3.0,3.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,8,1,0,4.57,4.0,4.63,4.75,4.75,f,17,17,0,0,0.06,11.6,0.016666666666666607,185.0,1.0,0.0,3,6
61,0,100,88,t,4.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,11,1,0,4.9,5.0,5.0,5.0,5.0,f,1,1,0,0,0.09,11.0,0.0,110.2,1.0,0.0,5,5
62,0,87,99,t,18.0,t,t,Group1,Shared room in hostel,Shared room,8,bath group4,1.0,8.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,405,2,1,4.61,4.53,4.85,4.86,4.81,t,15,0,1,14,3.04,11.0,0.1675757575757576,44.2,1.0,0.0,2,9
63,0,100,90,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,3,26,3.0,3.0,1125.0,1125.0,3.0,1125.0,203,50,3,4.92,4.98,4.98,4.97,4.76,f,1,1,0,0,2.85,10.9,0.5896969696969697,114.2,1.0,1.0,3,8
64,2,100,65,f,14.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,3.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,70,2,0,4.48,4.27,4.86,4.69,4.81,f,10,10,0,0,0.53,10.9,0.21666666666666667,90.0,1.0,0.0,5,4
65,0,87,99,t,18.0,t,t,Group1,Shared room in hostel,Shared room,2,bath group4,1.0,4.0,1,365,1.0,1.0,1.0,14.0,1.0,13.6,491,57,2,4.71,4.59,4.84,4.88,4.79,t,15,0,1,14,3.74,11.0,0.08636363636363642,44.8,1.0,0.0,2,9
66,2,100,65,f,14.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,3.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,53,0,0,4.43,4.35,4.85,4.63,4.8,f,10,10,0,0,0.4,10.9,0.21757575757575753,100.0,1.0,0.0,3,4
67,2,100,65,f,14.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,25,3,0,4.84,4.52,4.96,4.88,4.96,f,10,10,0,0,0.21,10.9,0.3092424242424243,100.0,1.0,0.0,5,4
68,0,100,100,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,1.0,3,31,3.0,3.0,1125.0,1125.0,3.0,1125.0,328,25,2,4.88,4.95,4.93,4.95,4.8,f,1,1,0,0,2.5,10.9,0.47318181818181815,132.0,1.0,1.0,2,4
69,2,94,84,f,2.0,t,t,Group1,Private room in rental unit,Private room,1,bath group3,1.0,1.0,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,92,0,0,4.73,4.38,4.89,4.89,4.78,t,2,0,2,0,0.71,11.6,0.0,85.0,1.0,1.0,3,7
70,1,100,100,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,27,3,0,4.92,5.0,4.83,4.88,4.67,f,1,1,0,0,0.28,11.6,0.894090909090909,135.0,1.0,1.0,2,8
71,0,100,100,t,1.0,t,f,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,1.0,2.0,30,330,30.0,30.0,330.0,330.0,30.0,330.0,24,2,0,4.75,4.74,4.96,4.96,4.91,f,1,1,0,0,0.18,10.8,0.5956060606060606,82.6,1.0,0.0,3,5
72,1,100,100,t,1.0,t,t,Group1,Private room in residential home,Private room,1,bath group4,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,100,0,0,4.84,4.74,4.9,4.9,4.64,f,1,0,1,0,0.77,10.8,0.7663636363636364,90.0,1.0,1.0,4,5
73,1,100,84,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,2.0,2.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,95,0,0,4.73,4.73,4.96,4.87,4.86,f,1,1,0,0,0.76,10.8,0.0,225.0,1.0,0.0,3,5
74,1,100,95,t,9.0,t,t,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,140,5,0,4.71,4.52,4.88,4.92,4.85,f,9,4,5,0,1.08,11.4,0.21666666666666667,49.6,1.0,0.0,2,5
75,0,100,100,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,3.0,30,1125,5.0,30.0,1125.0,1125.0,23.4,1125.0,21,8,0,4.95,4.95,4.85,4.9,4.75,f,1,1,0,0,0.16,10.7,0.9636363636363636,248.3,1.0,1.0,2,7
76,1,94,84,f,4.0,t,t,Group1,Private room in residential home,Private room,1,bath group4,1.0,1.0,45,730,45.0,45.0,730.0,730.0,45.0,730.0,4,0,0,4.0,4.0,4.0,4.0,4.0,f,4,0,4,0,0.08,10.7,0.0,90.0,0.0,0.0,2,7
77,0,100,100,t,1.0,t,f,Group2,Entire guest suite,Entire home/apt,4,bath group1,2.0,2.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,414,37,2,4.71,4.72,4.84,4.82,4.79,t,1,1,0,0,3.22,10.7,0.07499999999999996,149.3,1.0,1.0,4,5
78,2,100,0,f,1.0,t,f,Group1,Entire residential home,Entire home/apt,4,bath group1,2.0,2.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,9,0,0,4.71,4.56,4.78,4.89,4.33,f,1,1,0,0,0.07,10.7,0.0,120.0,1.0,0.0,2,3
79,0,100,96,t,1.0,t,t,Group1,Private room in condominium (condo),Private room,1,bath group4,1.0,1.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,623,29,4,4.87,4.66,4.98,4.97,4.95,f,1,0,1,0,4.82,10.7,0.048787878787878824,115.4,1.0,1.0,3,5
80,0,100,96,f,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,3,bath group1,1.0,2.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,15,2,0,4.86,4.73,4.93,4.93,5.0,f,1,1,0,0,0.12,10.7,0.6851515151515151,127.4,0.0,0.0,3,4
81,1,100,0,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,36,0,0,4.94,4.91,4.88,4.91,4.94,f,2,2,0,0,0.31,10.6,0.9445454545454546,107.6,1.0,0.0,1,6
82,0,100,69,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,4.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,17,6,1,4.94,4.75,5.0,4.81,4.81,f,1,1,0,0,0.19,10.6,0.3406060606060606,580.0,1.0,1.0,4,9
83,1,100,81,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,1.0,2,15,2.0,2.0,15.0,15.0,2.0,15.0,165,7,0,4.93,4.93,4.89,4.87,4.94,f,1,1,0,0,1.28,10.6,0.29166666666666674,304.4,1.0,1.0,3,5
84,0,100,100,f,10.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,32,90,32.0,32.0,90.0,90.0,32.0,90.0,11,0,0,4.36,3.73,4.82,4.73,4.91,f,9,0,9,0,0.1,12.6,0.0,56.0,1.0,0.0,1,5
85,0,100,94,t,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,1.0,1,10,1.0,2.0,10.0,10.0,1.3,10.0,151,17,0,4.82,4.87,4.92,4.82,4.76,f,1,0,1,0,1.18,10.6,0.16909090909090907,96.0,1.0,1.0,4,6
86,1,100,79,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,78,6,0,4.83,4.7,4.96,4.92,4.72,f,2,2,0,0,0.61,10.6,0.9190909090909091,140.0,1.0,1.0,2,9
87,2,100,75,f,3.0,t,t,Group1,Entire residential home,Entire home/apt,8,bath group1,More than 3,6.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,30,3,0,4.9,5.0,4.93,4.9,5.0,f,1,1,0,0,0.24,10.6,0.8086363636363636,1248.9,1.0,0.0,2,8
88,0,100,100,t,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,1.0,5,180,5.0,5.0,180.0,180.0,5.0,180.0,80,9,1,4.94,4.77,4.97,5.0,4.85,f,1,0,1,0,0.63,11.2,0.730909090909091,150.0,1.0,1.0,2,5
89,0,100,89,t,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,5,25,5.0,5.0,25.0,25.0,5.0,25.0,220,14,0,4.92,4.87,4.95,4.97,4.77,f,1,1,0,0,1.77,10.6,0.6163636363636363,430.8,1.0,1.0,3,5
90,2,100,67,t,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,2.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,146,0,0,4.64,4.46,4.82,4.88,4.36,f,3,1,2,0,1.14,10.6,1.0,84.9,1.0,0.0,3,6
91,0,100,67,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,3.0,3,60,3.0,30.0,60.0,60.0,8.5,60.0,22,4,2,4.86,4.89,5.0,5.0,4.89,f,1,1,0,0,0.17,10.6,0.928939393939394,495.0,1.0,0.0,3,5
